,comments,duration,languages,published_date,speaker_occupation,title,views,Positive,Negative,Moderate,related_views,event_class,Humanity/Progress_tag,arts/creativity_tag,philanthropy/religion_tag,music_tag,Global issues_tag,Scientific Fields_tag,media/entertainment_tag,Organizing/Perceiving Information_tag,Middle East_tag,Epidemics_tag,Outer-Space_tag,Vices/Prejudices_tag,exploration_tag,robots/prosthetics_tag,animals/organisms_tag
915,529,1087,36,1303135200,Sociologist,A radical experiment in empathy,1531265,4994,607,129,6356660,TEDx,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
916,480,1071,42,1303221205,Wrongologist,On being wrong,3976339,8033,689,400,3270611,Yearly TED Conference,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
917,290,1190,35,1303310280,Educator,Teaching with the World Peace Game,1394203,4736,83,31,1852903,Yearly TED Conference,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
918,69,848,26,1303397460,Science writer,What it takes to do extreme astrophysics,537035,946,49,64,1083882,Other,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
919,394,302,53,1303482960,Entrepreneur,3 things I learned while my plane crashed,6636475,11195,150,313,4681314,Yearly TED Conference,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
920,328,1041,30,1303739898,Health policy expert,Are we ready for neo-evolution?,1021180,1921,169,86,1409620,Yearly TED Conference,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
921,78,1265,30,1303826040,Security expert,The security mirage,744089,1029,207,137,4279472,TEDx,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
922,140,625,33,1303916940,Biological engineer,Using nature to grow batteries,862689,2343,65,16,1174606,TEDx,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
923,236,274,47,1304001240,Software engineer,A next-generation digital book,1507048,1542,189,132,1430241,Yearly TED Conference,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
924,119,930,36,1304088660,Toymaker,Turning trash into toys for learning,1367702,2353,37,51,2585117,Other,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
925,507,544,41,1304298000,Organizer and author,"Beware online ""filter bubbles""",4039403,9816,154,235,812240,Yearly TED Conference,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
926,149,594,32,1304362260,9/11 mothers,"The mothers who found forgiveness, friendship",820976,1081,53,20,1482801,TEDWomen,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
927,80,946,29,1304433480,Architect and engineer,Architecture that senses and responds,657251,991,133,67,3881967,Yearly TED Conference,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
928,144,400,39,1304520180,Designer,Grow your own clothes,1218882,1423,71,62,1279498,Yearly TED Conference,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1
929,363,954,34,1304563200,"Physicist, cosmologist",Distant time and the hint of a multiverse,1549458,2746,173,73,3902823,TEDx,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
930,162,468,40,1304691900,Filmmaker,The hidden beauty of pollination,1885751,3850,68,47,1139465,Yearly TED Conference,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
931,213,1075,35,1304951880,Polar photographer,Animal tales from icy wonderlands,2004519,4777,22,30,886613,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
932,94,580,32,1305038700,Biomedical engineer,"Silk, the ancient material of the future",747979,2047,38,24,1286773,Yearly TED Conference,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
933,299,446,51,1305123240,Entrepreneur,The hidden power of smiling,4653286,6242,146,256,2905628,Yearly TED Conference,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
934,124,335,39,1305215280,Technologist,Building a museum of museums on the web,612377,1272,3,29,947100,Yearly TED Conference,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
935,69,881,30,1305297180,Physicist,My friend Richard Feynman,846544,926,129,83,2297867,TEDx,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
936,170,1104,32,1305462240,Neuroengineer,A light switch for neurons,931567,1748,67,30,1328358,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
937,143,1012,31,1305645000,Designer,Building the Seed Cathedral,1586547,2690,32,33,950422,Yearly TED Conference,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
938,427,494,38,1305728580,Pediatric anesthesiologist,The mystery of chronic pain,1778606,3001,52,142,2228032,Yearly TED Conference,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
939,95,765,34,1305818400,Marine biologist,"The weird, wonderful world of bioluminescence",1215549,1929,29,54,3355835,Yearly TED Conference,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
940,309,179,59,1305903060,Thinker,How to tie your shoes,6263759,4031,146,206,2562024,Yearly TED Conference,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
941,115,200,0,1306083600,Pranksters,Gotta share!,357454,1246,341,94,1542065,Other,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
942,79,1098,27,1306112400,Data artist,Visualizing ourselves ... with crowd-sourced data,1474192,2677,132,78,1744522,Yearly TED Conference,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
943,97,1389,26,1306248840,Epidemiologist,How we'll stop polio for good,509375,710,24,5,724972,Yearly TED Conference,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
944,165,644,32,1306338560,Iranian visual artist,Art in exile,650274,1054,88,35,1465358,TEDWomen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
945,615,1031,37,1306430760,Journalist,Faith versus tradition in Islam,1113407,1992,329,103,1083375,TEDx,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
946,72,561,39,1306506993,Violinist,"On violin and cello, ""Passacaglia""",769926,1036,12,26,1269152,Yearly TED Conference,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
947,121,2761,0,1306774260,Provocateur,Authentic creativity vs. karaoke culture,251313,550,239,36,1149140,Other,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
948,169,548,32,1306850700,Roboticist ,Making a car for blind drivers,703439,1279,25,23,1312683,Yearly TED Conference,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
949,93,573,38,1306940280,Graphic designer,7 rules for making more happiness,1670894,937,500,331,4042305,Other,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
950,333,471,30,1306972800,Physicist,Making sense of a visible quantum object,1272198,3415,427,143,1648304,Yearly TED Conference,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
951,188,324,39,1307124300,Designer,Wearing nothing new,1202928,1752,203,140,4578031,Other,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
952,135,978,30,1307371080,"Philosopher, entrepreneur","We need a ""moral operating system""",681873,981,335,108,1608106,TEDx,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
953,189,996,31,1307404800,Dinosaur digger,Building a dinosaur from a chicken,2442996,1858,69,63,993321,Yearly TED Conference,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
954,2492,566,35,1307489760,Artist,Taking imagination seriously,1832930,3937,127,94,11843988,Yearly TED Conference,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
955,383,553,28,1307632440,"Chief Economist and Senior Vice President, World Bank",The world's first charter city?,461382,746,268,60,884761,Yearly TED Conference,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
956,241,1128,28,1307719680,Historian,Is anatomy destiny?,1071132,1601,165,61,2139539,TEDx,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
957,339,254,41,1307806740,Communicator,Break the silence for suicide attempt survivors,1621707,1973,52,56,1437485,Other,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
958,123,1101,23,1307970840,Physician scientist,Medicine's future? There's an app for that,869847,1629,104,33,1278820,TEDx,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
959,281,1008,30,1308061740,Artist and curator,How I became 100 artists,1486880,1953,89,28,1123406,Yearly TED Conference,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
960,199,1076,28,1308150598,Entrepreneur,"A manifesto for play, for Bulgaria and beyond",602203,1199,71,25,1456653,TEDx,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
961,121,251,41,1308237600,Photographer,Haunting photos of polar ice,938456,1446,120,150,1072412,Yearly TED Conference,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
962,226,389,33,1308327480,Beatjazz inventor and controllerist,This is beatjazz,788065,752,391,139,1326175,Other,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
963,100,1209,34,1308327780,Cellist,A cello with many voices,929077,681,132,46,749831,Yearly TED Conference,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
964,279,1008,26,1308581400,"Executive chair, Ford Motor Co.",A future beyond traffic gridlock,800056,886,344,129,1392799,Yearly TED Conference,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
965,220,653,38,1308667620,"Linguist, educator",Different ways of knowing,1751030,2284,327,207,1931362,Yearly TED Conference,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
966,78,213,42,1308753180,Cartoonist,A circle of caring,727487,969,114,90,1440596,Yearly TED Conference,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
967,85,676,32,1308844980,Artist,A history of the universe in sound,909194,751,79,66,1879228,TEDSalon,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
968,235,351,39,1308930615,"Comedian, activist",On being just crazy enough,1637656,2240,475,295,3232685,Other,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
969,471,737,36,1309131000,Community activist,A civil response to violence,525446,1363,268,39,2272945,TEDx,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
970,232,1021,37,1309219200,Computational neuroscientist,A Rosetta Stone for a lost language,1190085,1824,45,40,1404177,Yearly TED Conference,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
971,199,991,26,1309363260,e-Patient,Meet e-Patient Dave,534289,1419,21,21,1150974,TEDx,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
972,92,341,36,1309445640,Friend of the High Line,Building a park in the sky,704205,7936,39,48,1018697,Yearly TED Conference,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
973,736,207,72,1309533240,Technologist,Try something new for 30 days,8838874,12144,219,560,2126458,Yearly TED Conference,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
974,159,605,35,1309878480,Polymath,Cooking as never seen before,1396197,1122,410,218,1541719,Yearly TED Conference,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
975,197,828,32,1309910400,Educator,The beautiful tricks of flowers,938976,1800,32,62,1191992,TEDSalon,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
976,216,1337,22,1309996800,"Author, producer",Don't take consciousness for granted,690977,1081,128,21,5210715,Other,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
977,164,253,37,1310083200,Tissue engineering researcher,Caring for engineered tissue,490275,576,101,131,1201044,Yearly TED Conference,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
978,123,892,34,1310552100,Internet freedom activist,Let's take back the Internet!,735708,1105,135,68,983675,TEDGlobal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
979,264,1073,29,1310639838,Anti-extremism activist,A global culture to fight extremism,703559,1259,96,42,763874,TEDGlobal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
980,316,1087,34,1310725320,"Economist, journalist and broadcaster","Trial, error and the God complex",1734555,3216,201,91,2965677,TEDGlobal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
981,199,818,34,1310998800,Journalist,See Yemen through my eyes,498409,629,16,17,1076181,TEDGlobal,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
982,222,1054,39,1311085677,Cybersecurity expert,"Fighting viruses, defending the net",1660801,3075,73,70,1132361,TEDGlobal,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
983,621,835,37,1311173580,Actor,"Embracing otherness, embracing myself",2462734,6376,384,135,8381026,TEDGlobal,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
984,292,922,36,1311259680,Algoworld expert,How algorithms shape our world,3688975,5586,235,128,1305323,TEDGlobal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,440,379,45,1311344765,Designer,A robot that flies like a bird,6264902,5870,73,119,1630674,TEDGlobal,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
986,212,1202,31,1311605760,Politician,Time to end the war in Afghanistan,659276,1444,85,20,546021,TEDGlobal,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
987,238,1053,34,1311690720,Theorist,The surprising math of cities and corporations,1435933,2367,227,101,1004961,TEDGlobal,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
988,212,977,41,1311778328,Psychologist,The origins of pleasure,1948949,3965,36,112,1547836,TEDGlobal,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
989,162,1150,32,1311865086,Anti-hunger leader,Ending hunger now,812508,1414,91,42,1928013,TEDGlobal,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
990,351,470,48,1311952186,Sound consultant,5 ways to listen better,5402228,7709,318,532,1836674,TEDGlobal,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
991,189,329,42,1312210014,Journalist,After your final status update,1134961,1055,246,227,1487286,TEDGlobal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
992,375,771,37,1312294129,Communications technology innovator,Wireless data from every light bulb,2500389,3717,223,104,1591547,TEDGlobal,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
993,405,1210,43,1312384537,Evolutionary biologist,How language transformed humanity,1421357,1645,659,178,2151144,TEDGlobal,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
994,75,325,38,1312468436,Engineer and biodiversity scientist,Are we filtering the wrong microbes?,551041,757,60,70,1135500,TEDGlobal,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
995,656,286,39,1312556418,Psychologist,The demise of guys?,2190746,2963,353,118,1622644,Yearly TED Conference,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
996,300,778,37,1312563975,"Playwright, activist","Suddenly, my body",1349669,2696,572,79,1384814,TEDWomen,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
997,131,613,34,1312818591,Planetary futurist,The shareable future of cities,984738,1340,75,78,1138850,TEDGlobal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
998,82,703,33,1312902938,Penguin expert,The great penguin rescue,393695,655,16,39,1226431,TEDx,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
999,311,1061,35,1312988573,Peace activist,One day of peace,842057,1885,120,30,640335,TEDGlobal,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1000,131,264,41,1313078566,Stellar astronomer,Finding planets around other stars,1079565,866,53,150,1521515,TEDGlobal,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1001,380,307,47,1313162529,Techno-illusionist,The magic of truth and lies (and iPods),5447236,6861,216,226,6292976,TEDGlobal,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
1002,63,335,41,1314628174,Behavioral economist,Beware conflicts of interest,1055562,878,112,222,2217532,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1003,143,1021,33,1314717296,Geneticist,DNA clues to our inner neanderthal,1399333,1149,79,56,807739,TEDGlobal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1004,323,651,35,1314803416,Filmmaker,Pay attention to nonviolence,740934,2277,146,41,600388,TEDGlobal,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0
1005,156,364,34,1314890942,Inventor,Can we make things that make themselves?,983929,778,404,159,1011768,Yearly TED Conference,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,174,841,35,1314978724,"Author, Zen priest",Compassion and the true meaning of empathy,1451656,2407,247,100,2137178,TEDWomen,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1007,78,970,27,1315319843,Historian of technology and culture,Unintended consequences,790122,525,274,136,1120958,Yearly TED Conference,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1008,109,840,30,1315357260,Actor and writer,My father the forger,593099,1318,36,28,3265064,TEDx,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
1009,245,911,29,1315494337,Chemist,Making matter come alive,693722,975,349,84,820647,TEDGlobal,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1010,159,270,40,1315582057,Artist,Shake up your story,946354,1740,107,67,3083389,TEDGlobal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1011,374,1131,29,1315838658,Political economist,Does democracy stifle economic growth?,992224,1161,172,80,1800866,TEDGlobal,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1012,185,1119,36,1315925159,Underworld investigator,Hire the hackers!,1264969,1553,129,62,1242955,TEDGlobal,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1013,167,545,34,1316012552,Artist and technologist,The art of wearable communication,872169,905,348,97,1200528,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1014,148,662,35,1316100727,Entrepreneur,Welcome to the genomic revolution,852507,1428,64,25,1000554,TEDx,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1015,161,792,30,1316185947,Media executive,The conscience of television,647752,691,393,102,1044469,TEDWomen,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1016,126,1177,0,1316271935,Nonprofit VC,The Generosity Experiment,293626,1254,89,53,836321,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1017,592,1219,33,1316444824,Historian,The 6 killer apps of prosperity,1564173,2405,465,84,1152313,TEDGlobal,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1018,318,848,37,1316533136,Data researcher,What we learned from 5 million books,1783040,3589,261,126,1148420,TEDx,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1019,102,256,39,1316618681,Global development worker,Selling condoms in the Congo,834926,792,71,125,795098,TEDGlobal,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1020,144,783,29,1316704682,Cancer researcher,Fighting a contagious cancer,484266,897,6,19,1460253,TEDGlobal,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1021,227,350,35,1316785400,Visualizer and gamestorming,"Doodlers, unite!",1258574,2361,122,111,3503903,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1022,231,1112,33,1317044405,Physician and author,A doctor's touch,1390908,3433,56,39,768724,TEDGlobal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1023,155,376,37,1317136687,Social commentator,A short intro to the Studio School,667985,1053,27,59,4090566,TEDGlobal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1024,53,516,33,1317222804,Filmmaker,Filming democracy in Ghana,399332,374,32,29,2853170,TEDGlobal,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
1025,339,859,39,1317309649,Debunker,Battling bad science,2204314,4748,119,60,1972832,TEDGlobal,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
1026,117,355,29,1317394229,Soprano,A flirtatious aria,787092,408,147,82,1157789,TEDGlobal,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1027,514,1034,32,1317654201,"Media mogul, TV host",The generation that's remaking China,1776828,1929,200,197,1421095,TEDGlobal,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
1028,153,1131,27,1317738674,Artificial life researcher,Finding life we can't imagine,598693,966,171,40,1258265,TEDx,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1029,371,349,47,1317827330,Journalist,"Less stuff, more happiness",3729820,4197,303,392,2753089,Yearly TED Conference,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1030,1627,904,0,1317868920,Visionary,How to live before you die,8744428,36664,631,863,14545515,Other,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1031,316,658,39,1317913803,Plastics recycler,We can recycle plastic,975365,2430,66,47,977896,TEDGlobal,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1032,42,1176,29,1318001156,Conductor,Trusting the ensemble,502832,549,38,28,3135944,TEDGlobal,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1033,252,1109,38,1318259576,Child development psychologist,What do babies think?,2901853,3279,174,110,1935244,TEDGlobal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1034,107,1035,31,1318345968,Designer,How beauty feels,950387,1283,151,91,1133148,TEDSalon,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1035,58,341,34,1318432631,Software entrepreneur,The day I turned down Tim Berners-Lee,576592,450,50,67,1140967,TEDGlobal,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1036,561,1130,39,1318516493,Lie detector,How to spot a liar,16861578,8822,628,493,4577999,TEDGlobal,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1037,259,450,33,1318605332,Artist,My mushroom burial suit,1426518,2642,147,51,1829681,TEDGlobal,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1038,359,1147,45,1318864131,Educator,Learning from a barefoot movement,3630894,8870,100,146,1110454,TEDGlobal,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
1039,301,765,29,1318949339,Science entrepreneur,Freeing energy from the grid,1048905,4056,234,55,1172936,TEDGlobal,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1040,88,564,31,1319038066,Author,How cyberattacks threaten real-world peace,471545,407,82,31,1174609,TEDx,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1041,84,1131,23,1319123389,Biomedical engineer,"A prosthetic arm that ""feels""",841471,899,10,6,2118056,TEDGlobal,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1042,148,259,34,1319210274,Artist,Art made of storms,729857,604,98,59,1774714,TEDGlobal,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1043,1058,1014,40,1319468736,Public health researcher,How economic inequality harms societies,2487499,4627,266,105,1897789,TEDGlobal,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1044,233,708,0,1319553727,Psychiatrist and writer,The divided brain,648251,3946,170,49,1367590,Other,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1045,311,900,34,1319642488,Writer,The strange tale of the Norden bombsight,1067460,1946,274,123,1254903,TEDGlobal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1046,142,767,27,1319729080,Research scientist,Open-source cancer research,507746,1101,14,14,887162,TEDx,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
1047,70,1095,31,1319813456,Papercutter artist,Stories cut from paper,933319,1067,54,38,1654730,Yearly TED Conference,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,138,870,36,1320074148,Privacy artist,"FBI, here I am!",822884,1086,375,119,1260000,TEDGlobal,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1049,310,994,37,1320159221,Neuroeconomist,"Trust, morality -- and oxytocin?",1529057,3024,193,59,2237914,TEDGlobal,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1050,106,578,31,1320247325,Inventor,A plane you can drive,924764,572,45,39,1768052,TEDGlobal,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1051,250,1199,30,1320332130,Movement expert,The real reason for brains,1736183,2026,208,59,1147462,TEDGlobal,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1052,93,344,43,1320421277,Techno-illusionist,"Augmented reality, techno-magic",1042789,1399,115,117,4612007,TEDGlobal,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1053,46,1013,0,1320501469,Journalist,How mobile phones helped solve two murders,148971,528,18,30,2040240,TEDx,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1054,90,942,13,1320591583,"Translator, plain language activist",The right to understand,291251,1280,24,50,1224574,TEDx,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1055,188,877,30,1320681639,Chemist,The line between life and not-life,720940,1518,84,53,787860,TEDSalon,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1056,104,470,37,1320766364,Artist,High-tech art (with a sense of humor),777463,1955,32,48,850196,TEDGlobal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,93,740,32,1320857641,Digital preservationist,Ancient wonders captured in 3D,487006,1050,27,62,2242144,TEDGlobal,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1058,104,921,35,1320940970,Brain scientist,A map of the brain,1033748,1418,79,73,4563055,TEDGlobal,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
1059,262,724,39,1321028091,Comedian,The shared experience of absurdity,2758792,5611,67,51,3363080,TEDx,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1060,254,933,0,1321109976,Tech investor,6 ways to save the internet,287416,1298,578,99,1393272,TEDx,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1061,118,982,0,1321196864,Physicist,Open science now!,138812,636,94,37,969203,TEDx,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1062,495,577,36,1321288480,Medical image maker,Conception to birth -- visualized,6064898,4280,165,97,1651149,Other,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
1063,120,888,30,1321372794,Jetman,Fly with the Jetman,7900891,1447,22,31,1961065,TEDGlobal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
